13.08.2020
AAWGI00,911.50,916.50,914.00,-12.25
AAWGK00,1042.75,1047.75,1045.25,+12.75
AUMEB00,,,1128.79,-6.01
AUCOA00,,,801.00,+0.00
AAYDT00,784.00,785.00,784.50,-11.25
AAVLD00,784.00,785.00,784.50,-11.25
AAWUQ00,443.00,444.00,443.50,+8.00
AAYDS00,431.00,432.00,431.50,+8.00
AASLQ00,697.00,697.50,697.25,+14.00
AAWGH00,1034.00,1039.00,1036.50,+10.75
AAWGJ00,955.25,960.25,957.75,-4.00
